type,timestamp,sessionID,uid,query,docid,rank,page,url,windowLocation,fromURL,toURL,clicked,fromPage,toPage
clickedResult,2026-03-19 10:37:29.299000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,7175,3,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://www.gutenberg.org/cache/epub/3152/pg3152.html,,,,,
cursorLeftSnippet,2026-03-19 10:37:29.690000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,7175,3,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+food&page=1,,,,,
wentBack,2026-03-19 10:37:32.332000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,,,,,,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+food&page=1,,,
cursorEnteredSnippet,2026-03-19 10:37:35.016000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,3304,7,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+food&page=1,,,,,
clickedResult,2026-03-19 10:37:35.646000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,3304,7,1,https://www.africanstorybook.org/#,https://www.africanstorybook.org/#,,,,,
cursorLeftSnippet,2026-03-19 10:37:37.225000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,3304,7,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+food&page=1,,,,,
wentBack,2026-03-19 10:37:40.709000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,,,,,,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+food&page=1,,,
pageNavigationClicked,2026-03-19 10:37:47.714000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,,,,,,,,,5,1.0,5.0
searchResultGenerated,2026-03-19 10:37:48.100000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,2885,1,5,https://kids.frontiersin.org/article/10.3389/frym.2017.00064,http://localhost:7001/result?query=fox+food&page=5,,,,,
searchResultGenerated,2026-03-19 10:37:48.101000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,6637,2,5,http://www.gutenberg.org/cache/epub/13815/pg13815-images.html,http://localhost:7001/result?query=fox+food&page=5,,,,,
searchResultGenerated,2026-03-19 10:37:48.101000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,2592,3,5,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+food&page=5,,,,,
searchResultGenerated,2026-03-19 10:37:48.102000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,7043,4,5,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#OEYVIND,http://localhost:7001/result?query=fox+food&page=5,,,,,
searchResultGenerated,2026-03-19 10:37:48.103000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,2197,5,5,https://kids.frontiersin.org/article/10.3389/frym.2020.00014,http://localhost:7001/result?query=fox+food&page=5,,,,,
searchResultGenerated,2026-03-19 10:37:48.104000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,7393,6,5,https://drive.google.com/file/d/0B6pcGxi_-Y9PRzdONUY2a1Y5aTg/view,http://localhost:7001/result?query=fox+food&page=5,,,,,
searchResultGenerated,2026-03-19 10:37:48.104000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,2697,7,5,https://kids.frontiersin.org/article/10.3389/frym.2019.00058,http://localhost:7001/result?query=fox+food&page=5,,,,,
searchResultGenerated,2026-03-19 10:37:48.105000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,3051,8,5,https://kids.frontiersin.org/article/10.3389/frym.2017.00013,http://localhost:7001/result?query=fox+food&page=5,,,,,
searchResultGenerated,2026-03-19 10:37:48.106000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,3345,9,5,https://www.africanstorybook.org/,http://localhost:7001/result?query=fox+food&page=5,,,,,
searchResultGenerated,2026-03-19 10:37:48.107000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,4418,10,5,http://www.gutenberg.org/cache/epub/9106/pg9106-images.html,http://localhost:7001/result?query=fox+food&page=5,,,,,
cursorEnteredSnippet,2026-03-19 10:37:48.112000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,2592,3,5,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+food&page=5,,,,,
cursorLeftSnippet,2026-03-19 10:37:48.249000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,2592,3,5,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+food&page=5,,,,,
cursorEnteredSnippet,2026-03-19 10:37:48.850000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,2885,1,5,https://kids.frontiersin.org/article/10.3389/frym.2017.00064,http://localhost:7001/result?query=fox+food&page=5,,,,,
clickedResult,2026-03-19 10:37:49.400000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,2885,1,5,https://kids.frontiersin.org/article/10.3389/frym.2017.00064,https://kids.frontiersin.org/article/10.3389/frym.2017.00064,,,,,
cursorLeftSnippet,2026-03-19 10:37:49.761000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,2885,1,5,https://kids.frontiersin.org/article/10.3389/frym.2017.00064,http://localhost:7001/result?query=fox+food&page=5,,,,,
cursorEnteredSnippet,2026-03-19 10:38:01.815000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,2197,5,5,https://kids.frontiersin.org/article/10.3389/frym.2020.00014,http://localhost:7001/result?query=fox+food&page=5,,,,,
clickedResult,2026-03-19 10:38:02.483000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,2197,5,5,https://kids.frontiersin.org/article/10.3389/frym.2020.00014,https://kids.frontiersin.org/article/10.3389/frym.2020.00014,,,,,
cursorLeftSnippet,2026-03-19 10:38:02.690000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox food,2197,5,5,https://kids.frontiersin.org/article/10.3389/frym.2020.00014,http://localhost:7001/result?query=fox+food&page=5,,,,,
queryBoxFocused,2026-03-19 10:38:13.190000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,,,,,,,,,,,
querySubmitted,2026-03-19 10:38:42.596000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,,,,,,,,,,
searchResultGenerated,2026-03-19 10:38:43.138000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,2891,1,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=what+does+the+fox+say&page=1,,,,,
searchResultGenerated,2026-03-19 10:38:43.139000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,7175,2,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=what+does+the+fox+say&page=1,,,,,
searchResultGenerated,2026-03-19 10:38:43.140000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,7034,3,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,http://localhost:7001/result?query=what+does+the+fox+say&page=1,,,,,
searchResultGenerated,2026-03-19 10:38:43.141000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,5743,4,1,http://www.gutenberg.org/files/24479/24479-h/24479-h.htm#Page_167,http://localhost:7001/result?query=what+does+the+fox+say&page=1,,,,,
searchResultGenerated,2026-03-19 10:38:43.141000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,5489,5,1,http://www.gutenberg.org/ebooks/19399,http://localhost:7001/result?query=what+does+the+fox+say&page=1,,,,,
searchResultGenerated,2026-03-19 10:38:43.142000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,3304,6,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=what+does+the+fox+say&page=1,,,,,
searchResultGenerated,2026-03-19 10:38:43.143000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,7171,7,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=what+does+the+fox+say&page=1,,,,,
searchResultGenerated,2026-03-19 10:38:43.144000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,7163,8,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=what+does+the+fox+say&page=1,,,,,
searchResultGenerated,2026-03-19 10:38:43.145000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,6891,9,1,http://www.gutenberg.org/files/4980/4980-h/4980-h.htm,http://localhost:7001/result?query=what+does+the+fox+say&page=1,,,,,
searchResultGenerated,2026-03-19 10:38:43.145000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,3813,10,1,http://www.gutenberg.org/cache/epub/8075/pg8075-images.html,http://localhost:7001/result?query=what+does+the+fox+say&page=1,,,,,
cursorEnteredSnippet,2026-03-19 10:38:44.230000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,2891,1,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=what+does+the+fox+say&page=1,,,,,
cursorLeftSnippet,2026-03-19 10:38:44.313000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,2891,1,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=what+does+the+fox+say&page=1,,,,,
cursorEnteredSnippet,2026-03-19 10:38:46.879000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,3813,10,1,http://www.gutenberg.org/cache/epub/8075/pg8075-images.html,http://localhost:7001/result?query=what+does+the+fox+say&page=1,,,,,
cursorLeftSnippet,2026-03-19 10:38:47.030000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,3813,10,1,http://www.gutenberg.org/cache/epub/8075/pg8075-images.html,http://localhost:7001/result?query=what+does+the+fox+say&page=1,,,,,
pageNavigationClicked,2026-03-19 10:38:47.961000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,,,,,,,,,4,1.0,4.0
searchResultGenerated,2026-03-19 10:38:48.584000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,6725,1,4,http://www.gutenberg.org/files/19522/19522-h/19522-h.htm,http://localhost:7001/result?query=what+does+the+fox+say&page=4,,,,,
searchResultGenerated,2026-03-19 10:38:48.585000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,6637,2,4,http://www.gutenberg.org/cache/epub/13815/pg13815-images.html,http://localhost:7001/result?query=what+does+the+fox+say&page=4,,,,,
searchResultGenerated,2026-03-19 10:38:48.586000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,7043,3,4,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#OEYVIND,http://localhost:7001/result?query=what+does+the+fox+say&page=4,,,,,
searchResultGenerated,2026-03-19 10:38:48.586000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,2197,4,4,https://kids.frontiersin.org/article/10.3389/frym.2020.00014,http://localhost:7001/result?query=what+does+the+fox+say&page=4,,,,,
searchResultGenerated,2026-03-19 10:38:48.587000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,4465,5,4,http://www.gutenberg.org/files/18561/18561-h/18561-h.htm#Barren,http://localhost:7001/result?query=what+does+the+fox+say&page=4,,,,,
searchResultGenerated,2026-03-19 10:38:48.588000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,5091,6,4,http://www.gutenberg.org/files/8559/8559-h/8559-h.htm#29,http://localhost:7001/result?query=what+does+the+fox+say&page=4,,,,,
searchResultGenerated,2026-03-19 10:38:48.588000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,2607,7,4,https://freekidsbooks.org/wp-content/uploads/2019/09/we-love-our-home-pratham-FKB.pdf,http://localhost:7001/result?query=what+does+the+fox+say&page=4,,,,,
searchResultGenerated,2026-03-19 10:38:48.589000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,3096,8,4,https://www.africanstorybook.org/#,http://localhost:7001/result?query=what+does+the+fox+say&page=4,,,,,
searchResultGenerated,2026-03-19 10:38:48.589000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,2679,9,4,https://simple.wikipedia.org/wiki/Postmodernism,http://localhost:7001/result?query=what+does+the+fox+say&page=4,,,,,
searchResultGenerated,2026-03-19 10:38:48.590000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,2912,10,4,https://www.africanstorybook.org/,http://localhost:7001/result?query=what+does+the+fox+say&page=4,,,,,
cursorEnteredSnippet,2026-03-19 10:38:49.146000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,6637,2,4,http://www.gutenberg.org/cache/epub/13815/pg13815-images.html,http://localhost:7001/result?query=what+does+the+fox+say&page=4,,,,,
clickedResult,2026-03-19 10:38:49.871000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,6637,2,4,http://www.gutenberg.org/cache/epub/13815/pg13815-images.html,http://www.gutenberg.org/cache/epub/13815/pg13815-images.html,,,,,
cursorLeftSnippet,2026-03-19 10:38:50.367000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,6637,2,4,http://www.gutenberg.org/cache/epub/13815/pg13815-images.html,http://localhost:7001/result?query=what+does+the+fox+say&page=4,,,,,
cursorEnteredSnippet,2026-03-19 10:38:57.496000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,2607,7,4,https://freekidsbooks.org/wp-content/uploads/2019/09/we-love-our-home-pratham-FKB.pdf,http://localhost:7001/result?query=what+does+the+fox+say&page=4,,,,,
clickedResult,2026-03-19 10:38:58.019000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,2607,7,4,https://freekidsbooks.org/wp-content/uploads/2019/09/we-love-our-home-pratham-FKB.pdf,https://freekidsbooks.org/wp-content/uploads/2019/09/we-love-our-home-pratham-FKB.pdf,,,,,
cursorLeftSnippet,2026-03-19 10:38:58.315000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,what does the fox say,2607,7,4,https://freekidsbooks.org/wp-content/uploads/2019/09/we-love-our-home-pratham-FKB.pdf,http://localhost:7001/result?query=what+does+the+fox+say&page=4,,,,,
queryBoxFocused,2026-03-19 10:39:04.582000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,,,,,,,,,,,
querySubmitted,2026-03-19 10:39:08.343000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,,,,,,,,,,
searchResultGenerated,2026-03-19 10:39:09.058000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,7034,1,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,http://localhost:7001/result?query=fox+home&page=1,,,,,
searchResultGenerated,2026-03-19 10:39:09.059000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,6891,2,1,http://www.gutenberg.org/files/4980/4980-h/4980-h.htm,http://localhost:7001/result?query=fox+home&page=1,,,,,
searchResultGenerated,2026-03-19 10:39:09.059000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,2891,3,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+home&page=1,,,,,
searchResultGenerated,2026-03-19 10:39:09.060000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,7175,4,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+home&page=1,,,,,
searchResultGenerated,2026-03-19 10:39:09.060000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,5743,5,1,http://www.gutenberg.org/files/24479/24479-h/24479-h.htm#Page_167,http://localhost:7001/result?query=fox+home&page=1,,,,,
searchResultGenerated,2026-03-19 10:39:09.061000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,5489,6,1,http://www.gutenberg.org/ebooks/19399,http://localhost:7001/result?query=fox+home&page=1,,,,,
searchResultGenerated,2026-03-19 10:39:09.061000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,3304,7,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+home&page=1,,,,,
searchResultGenerated,2026-03-19 10:39:09.062000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,7171,8,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+home&page=1,,,,,
searchResultGenerated,2026-03-19 10:39:09.062000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,7163,9,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+home&page=1,,,,,
searchResultGenerated,2026-03-19 10:39:09.063000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,3813,10,1,http://www.gutenberg.org/cache/epub/8075/pg8075-images.html,http://localhost:7001/result?query=fox+home&page=1,,,,,
cursorEnteredSnippet,2026-03-19 10:39:11.128000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,7034,1,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,http://localhost:7001/result?query=fox+home&page=1,,,,,
clickedResult,2026-03-19 10:39:12.937000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,7034,1,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,,,,,
cursorLeftSnippet,2026-03-19 10:39:13.101000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,7034,1,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,http://localhost:7001/result?query=fox+home&page=1,,,,,
wentBack,2026-03-19 10:39:19.336000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,,,,,,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,http://localhost:7001/result?query=fox+home&page=1,,,
cursorEnteredSnippet,2026-03-19 10:39:21.644000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,7175,4,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+home&page=1,,,,,
cursorLeftSnippet,2026-03-19 10:39:21.878000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,7175,4,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+home&page=1,,,,,
cursorEnteredSnippet,2026-03-19 10:39:21.944000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,5743,5,1,http://www.gutenberg.org/files/24479/24479-h/24479-h.htm#Page_167,http://localhost:7001/result?query=fox+home&page=1,,,,,
clickedResult,2026-03-19 10:39:22.425000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,5743,5,1,http://www.gutenberg.org/files/24479/24479-h/24479-h.htm#Page_167,http://www.gutenberg.org/files/24479/24479-h/24479-h.htm#Page_167,,,,,
cursorLeftSnippet,2026-03-19 10:39:22.708000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,5743,5,1,http://www.gutenberg.org/files/24479/24479-h/24479-h.htm#Page_167,http://localhost:7001/result?query=fox+home&page=1,,,,,
wentBack,2026-03-19 10:39:26.467000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,,,,,,http://www.gutenberg.org/files/24479/24479-h/24479-h.htm#Page_167,http://localhost:7001/result?query=fox+home&page=1,,,
pageNavigationClicked,2026-03-19 10:39:29.772000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,,,,,,,,,4,1.0,4.0
cursorEnteredSnippet,2026-03-19 10:39:30.027000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,3813,10,1,http://www.gutenberg.org/cache/epub/8075/pg8075-images.html,http://localhost:7001/result?query=fox+home&page=1,,,,,
searchResultGenerated,2026-03-19 10:39:30.290000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,6725,1,4,http://www.gutenberg.org/files/19522/19522-h/19522-h.htm,http://localhost:7001/result?query=fox+home&page=4,,,,,
searchResultGenerated,2026-03-19 10:39:30.291000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,6637,2,4,http://www.gutenberg.org/cache/epub/13815/pg13815-images.html,http://localhost:7001/result?query=fox+home&page=4,,,,,
searchResultGenerated,2026-03-19 10:39:30.292000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,7043,3,4,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#OEYVIND,http://localhost:7001/result?query=fox+home&page=4,,,,,
searchResultGenerated,2026-03-19 10:39:30.293000+00:00,0b0cd4e1-3bd5-41fc-9e24-d7a34709df8c,Participant1,fox home,2197,4,4,https://kids.frontiersin.org/article/10.3389/frym.2020.00014,http://localhost:7001/result?query=fox+home&page=4,,,,,
